id,Biosample.Summary,Biosample,GROUP,SECONDARY,COLOR,category,infoline,age,sex,type,origin,perturb,lifestage,Project2,Mark,Status,Life.Stage,Age,Age.Units,Sex,Treatment,Duration,Duration.Units,Multi.donor.,Donor.IDs,collated.DONORS,Accession,Assay,Target,Project,Lab,Month.Submitted,Replication.Type,Biosample.IDS,Link
BSS00112,bipolar neuron originated from GM23338 treated with 0.5 ?g/mL doxycycline hyclate for 4 days,bipolar neuron,ES-deriv,Brain,#4178AE,Stem-like,BIPOLAR NEURON DERIV,53,male,in vitro differentiated cells,bipolar_neuron_originated_from_GM23338,0.5_mg_mL_doxycycline_hyclate_for_4_days,adult,ENCODE,H3K4me1,released,adult,53,year,male,doxycycline hyclate,4,day,No,ENCDO336AAA,ENCDO336AAA,ENCSR301AEA,ChIP-seq,H3K4me1,ENCODE,/labs/bradley-bernstein/,"May, 2016",isogenic,"ENCBS374AAA,ENCBS369AAA",/experiments/ENCSR301AEA/
BSS00143,brain microvascular endothelial cell,brain microvascular endothelial cell,Endothelial,Brain,#FFCA0C,Primary Cell,BRAIN MICROVASCULAR ENDOTHELIAL CELL,unknown,unknown/mixed,primary cell,,,unknown/mixed,ENCODE,DNase-seq,released,unknown,unknown,,unknown,,NA,,No,ENCDO227AAA,ENCDO227AAA,ENCSR000ENE,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"December, 2010",isogenic,"ENCBS304AAA,ENCBS716OLQ",/experiments/ENCSR000ENE/
BSS00143,brain microvascular endothelial cell,brain microvascular endothelial cell,Endothelial,Brain,#FFCA0C,Primary Cell,BRAIN MICROVASCULAR ENDOTHELIAL CELL,unknown,unknown/mixed,primary cell,,,unknown/mixed,ENCODE,H3K4me3,released,unknown,unknown,,unknown,,NA,,No,ENCDO227AAA,ENCDO227AAA,ENCSR000DTC,ChIP-seq,H3K4me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2011",isogenic,"ENCBS304AAA,ENCBS729HUF",/experiments/ENCSR000DTC/
BSS00144,brain pericyte,brain pericyte,Stromal,Brain,#FF720C,Primary Cell,PERICYTE,unknown,unknown/mixed,primary cell,,,unknown/mixed,ENCODE,DNase-seq,released,unknown,unknown,,unknown,,NA,,No,ENCDO228AAA,ENCDO228AAA,ENCSR000ENF,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"March, 2012",unreplicated,ENCBS305AAA,/experiments/ENCSR000ENF/
BSS00218,choroid plexus epithelial cell,choroid plexus epithelial cell,Epithelial,Brain,#FF9D0C,Primary Cell,CHOROID PLEXUS EPITHELIAL CELL,unknown,unknown/mixed,primary cell,,,unknown/mixed,ENCODE,H3K4me3,released,unknown,unknown,,unknown,,NA,,No,ENCDO097AAA,ENCDO097AAA,ENCSR000DTN,ChIP-seq,H3K4me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2011",isogenic,"ENCBS559KYO,ENCBS395ENC",/experiments/ENCSR000DTN/
BSS00218,choroid plexus epithelial cell,choroid plexus epithelial cell,Epithelial,Brain,#FF9D0C,Primary Cell,CHOROID PLEXUS EPITHELIAL CELL,unknown,unknown/mixed,primary cell,,,unknown/mixed,ENCODE,DNase-seq,released,unknown,unknown,,unknown,,NA,,No,ENCDO097AAA,ENCDO097AAA,ENCSR000ENL,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"December, 2010",isogenic,"ENCBS395ENC,ENCBS559KYO",/experiments/ENCSR000ENL/
BSS00246,Daoy,Daoy,Cancer,Brain,#000000,Other,DESMOPLASTIC MEDULLOBLASTOMA,4,male,cell line,,,child,ENCODE,DNase-seq,released,child,4,year,male,,NA,,No,ENCDO735HIP,ENCDO735HIP,ENCSR346IHH,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"August, 2015",isogenic,"ENCBS055ILX,ENCBS812KQP",/experiments/ENCSR346IHH/
BSS00272,ecto neural progenitor cell originated from H9,ecto neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,DNase-seq,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR360XIS,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2018",isogenic,"ENCBS752TEN,ENCBS946LBI",/experiments/ENCSR360XIS/
BSS00481,H4,H4,Cancer,Brain,#000000,Other,NEUROGLIOMA,37,male,cell line,,,adult,ENCODE,DNase-seq,released,adult,37,year,male,,NA,,No,ENCDO337AAA,ENCDO337AAA,ENCSR809CEA,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"August, 2015",isogenic,"ENCBS902ISQ,ENCBS381KGR",/experiments/ENCSR809CEA/
BSS00482,H54,H54,Cancer,Brain,#000000,Other,GLIOBLASTOMA,36,female,cell line,,,adult,ENCODE,DNase-seq,released,adult,36,year,female,,NA,,No,ENCDO000ACT,ENCDO000ACT,ENCSR000EJA,DNase-seq,,ENCODE,/labs/gregory-crawford/,"April, 2011",unreplicated,ENCBS173AAA,/experiments/ENCSR000EJA/
BSS01208,M059J,M059J,Cancer,Brain,#000000,Other,GLIOBLASTOMA,33,male,cell line,,,adult,ENCODE,DNase-seq,released,adult,33,year,male,,NA,,No,ENCDO000ACY,ENCDO000ACY,ENCSR000EPG,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"June, 2012",isogenic,"ENCBS235AAA,ENCBS062ILC",/experiments/ENCSR000EPG/
BSS01251,D721Med,D721Med,Cancer,Brain,#000000,Other,MEDULLOBLASTOMA,"2,3",male,cell line,,,child,ENCODE,DNase-seq,released,child,2,year,male,,NA,,Yes - CHANGED FROM MEDULLOBLASTOMA,ENCDO000ACZ,"ENCDO000ACZ,ENCDO000ADA",ENCSR000ELA,DNase-seq,,ENCODE,/labs/gregory-crawford/,"April, 2011",unreplicated,ENCBS253AAA,/experiments/ENCSR000ELA/
BSS01251,D341Med,D341Med,Cancer,Brain,#000000,Other,MEDULLOBLASTOMA,"2,3",male,cell line,,,child,ENCODE,DNase-seq,released,child,3,year,unknown,,NA,,Yes - CHANGED FROM MEDULLOBLASTOMA,ENCDO000ADA,"ENCDO000ACZ,ENCDO000ADA",ENCSR000ELB,DNase-seq,,ENCODE,/labs/gregory-crawford/,"March, 2012",unreplicated,ENCBS254AAA,/experiments/ENCSR000ELB/
BSS01366,neural cell originated from H1-hESC,neural cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL DERIV,unknown,male,in vitro differentiated cells,,,embryonic,ENCODE,H3K4me3,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR608VNA,ChIP-seq,H3K4me3,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS504GFW,ENCBS737HIZ",/experiments/ENCSR608VNA/
BSS01366,neural cell originated from H1-hESC,neural cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL DERIV,unknown,male,in vitro differentiated cells,,,embryonic,ENCODE,H3K4me2,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR045HLL,ChIP-seq,H3K4me2,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS504GFW,ENCBS737HIZ",/experiments/ENCSR045HLL/
BSS01366,neural cell originated from H1-hESC,neural cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL DERIV,unknown,male,in vitro differentiated cells,,,embryonic,ENCODE,H3F3A,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR873EIA,ChIP-seq,H3F3A,ENCODE,/labs/bradley-bernstein/,"October, 2016",isogenic,"ENCBS504GFW,ENCBS737HIZ",/experiments/ENCSR873EIA/
BSS01366,neural cell originated from H1-hESC,neural cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL DERIV,unknown,male,in vitro differentiated cells,,,embryonic,ENCODE,H4K20me1,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR958ZMM,ChIP-seq,H4K20me1,ENCODE,/labs/bradley-bernstein/,"October, 2016",isogenic,"ENCBS737HIZ,ENCBS504GFW",/experiments/ENCSR958ZMM/
BSS01366,neural cell originated from H1-hESC,neural cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL DERIV,unknown,male,in vitro differentiated cells,,,embryonic,ENCODE,H2AFZ,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR816JBG,ChIP-seq,H2AFZ,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS737HIZ,ENCBS504GFW",/experiments/ENCSR816JBG/
BSS01366,neural cell originated from H1-hESC,neural cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL DERIV,unknown,male,in vitro differentiated cells,,,embryonic,ENCODE,H3K27me3,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR654VRX,ChIP-seq,H3K27me3,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS504GFW,ENCBS737HIZ",/experiments/ENCSR654VRX/
BSS01366,neural cell originated from H1-hESC,neural cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL DERIV,unknown,male,in vitro differentiated cells,,,embryonic,ENCODE,H3K36me3,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR714KGG,ChIP-seq,H3K36me3,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS504GFW,ENCBS737HIZ",/experiments/ENCSR714KGG/
BSS01366,neural cell originated from H1-hESC,neural cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL DERIV,unknown,male,in vitro differentiated cells,,,embryonic,ENCODE,H3K79me2,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR076NBJ,ChIP-seq,H3K79me2,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS737HIZ,ENCBS504GFW",/experiments/ENCSR076NBJ/
BSS01366,neural cell originated from H1-hESC,neural cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL DERIV,unknown,male,in vitro differentiated cells,,,embryonic,ENCODE,H3K9me2,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR397HSO,ChIP-seq,H3K9me2,ENCODE,/labs/bradley-bernstein/,"October, 2016",isogenic,"ENCBS737HIZ,ENCBS504GFW",/experiments/ENCSR397HSO/
BSS01366,neural cell originated from H1-hESC,neural cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL DERIV,unknown,male,in vitro differentiated cells,,,embryonic,ENCODE,H3K9me3,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR405NQJ,ChIP-seq,H3K9me3,ENCODE,/labs/bradley-bernstein/,"May, 2016",isogenic,"ENCBS737HIZ,ENCBS504GFW",/experiments/ENCSR405NQJ/
BSS01366,neural cell originated from H1-hESC,neural cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL DERIV,unknown,male,in vitro differentiated cells,,,embryonic,ENCODE,H3K9ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR531QHM,ChIP-seq,H3K9ac,ENCODE,/labs/bradley-bernstein/,"October, 2016",isogenic,"ENCBS504GFW,ENCBS737HIZ",/experiments/ENCSR531QHM/
BSS01366,neural cell originated from H1-hESC,neural cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL DERIV,unknown,male,in vitro differentiated cells,,,embryonic,ENCODE,H3K27ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR124VOE,ChIP-seq,H3K27ac,ENCODE,/labs/bradley-bernstein/,"July, 2014",isogenic,"ENCBS737HIZ,ENCBS504GFW",/experiments/ENCSR124VOE/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K9ac,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR105NMJ,ChIP-seq,H3K9ac,ENCODE,/labs/bradley-bernstein/,"June, 2016",isogenic,"ENCBS018TPT,ENCBS044KWE",/experiments/ENCSR105NMJ/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K4me2,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR645BCH,ChIP-seq,H3K4me2,ENCODE,/labs/bradley-bernstein/,"June, 2016",isogenic,"ENCBS018TPT,ENCBS044KWE",/experiments/ENCSR645BCH/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K9me3,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR256KTR,ChIP-seq,H3K9me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",isogenic,"ENCBS018TPT,ENCBS044KWE",/experiments/ENCSR256KTR/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,H2AFZ,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR677XPJ,ChIP-seq,H2AFZ,ENCODE,/labs/bradley-bernstein/,"November, 2016",isogenic,"ENCBS018TPT,ENCBS044KWE",/experiments/ENCSR677XPJ/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,DNase-seq,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR963ALV,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"June, 2016",isogenic,"ENCBS018TPT,ENCBS044KWE",/experiments/ENCSR963ALV/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K4me3,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR661MUS,ChIP-seq,H3K4me3,ENCODE,/labs/bradley-bernstein/,"June, 2016",isogenic,"ENCBS018TPT,ENCBS044KWE",/experiments/ENCSR661MUS/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,H3F3A,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR591KSN,ChIP-seq,H3F3A,ENCODE,/labs/bradley-bernstein/,"November, 2016",isogenic,"ENCBS018TPT,ENCBS044KWE",/experiments/ENCSR591KSN/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K4me1,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR274OIJ,ChIP-seq,H3K4me1,ENCODE,/labs/bradley-bernstein/,"November, 2016",isogenic,"ENCBS044KWE,ENCBS018TPT",/experiments/ENCSR274OIJ/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K27ac,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR449AXO,ChIP-seq,H3K27ac,ENCODE,/labs/bradley-bernstein/,"June, 2016",isogenic,"ENCBS044KWE,ENCBS018TPT",/experiments/ENCSR449AXO/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K36me3,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR573CWZ,ChIP-seq,H3K36me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",isogenic,"ENCBS044KWE,ENCBS018TPT",/experiments/ENCSR573CWZ/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K79me2,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR518LDN,ChIP-seq,H3K79me2,ENCODE,/labs/bradley-bernstein/,"July, 2016",isogenic,"ENCBS018TPT,ENCBS044KWE",/experiments/ENCSR518LDN/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,H4K20me1,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR720ZAX,ChIP-seq,H4K20me1,ENCODE,/labs/bradley-bernstein/,"June, 2016",isogenic,"ENCBS018TPT,ENCBS044KWE",/experiments/ENCSR720ZAX/
BSS01370,neural progenitor cell originated from H9,neural progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,5,female,in vitro differentiated cells,,,embryonic,ENCODE,H3K27me3,released,embryonic,5,day,female,,NA,,No,ENCDO222AAA,ENCDO222AAA,ENCSR139PIA,ChIP-seq,H3K27me3,ENCODE,/labs/bradley-bernstein/,"June, 2016",isogenic,"ENCBS018TPT,ENCBS044KWE",/experiments/ENCSR139PIA/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H2BK5ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR651SVZ,ChIP-seq,H2BK5ac,Roadmap,/labs/bing-ren/,"July, 2013",unreplicated,ENCBS289YMC,/experiments/ENCSR651SVZ/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H2BK12ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR940RIU,ChIP-seq,H2BK12ac,Roadmap,/labs/bing-ren/,"July, 2013",unreplicated,ENCBS776ACY,/experiments/ENCSR940RIU/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H2BK15ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR123JZO,ChIP-seq,H2BK15ac,Roadmap,/labs/bing-ren/,"July, 2013",isogenic,"ENCBS289YMC,ENCBS776ACY",/experiments/ENCSR123JZO/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H3K27ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR799SRL,ChIP-seq,H3K27ac,Roadmap,/labs/bing-ren/,"July, 2013",isogenic,"ENCBS104PYO,ENCBS776ACY,ENCBS661CUF",/experiments/ENCSR799SRL/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,DNase-seq,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR278FVO,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS805ZNK,/experiments/ENCSR278FVO/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H2AK5ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR732NFR,ChIP-seq,H2AK5ac,Roadmap,/labs/bing-ren/,"July, 2013",isogenic,"ENCBS289YMC,ENCBS776ACY",/experiments/ENCSR732NFR/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H2BK120ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR811NNT,ChIP-seq,H2BK120ac,Roadmap,/labs/bing-ren/,"July, 2013",isogenic,"ENCBS289YMC,ENCBS776ACY",/experiments/ENCSR811NNT/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H3K14ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR687EBF,ChIP-seq,H3K14ac,Roadmap,/labs/bing-ren/,"July, 2013",unreplicated,ENCBS776ACY,/experiments/ENCSR687EBF/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H3K23ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR361LIU,ChIP-seq,H3K23ac,Roadmap,/labs/bing-ren/,"July, 2013",isogenic,"ENCBS776ACY,ENCBS289YMC",/experiments/ENCSR361LIU/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H3K27me3,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR692CTK,ChIP-seq,H3K27me3,Roadmap,/labs/bing-ren/,"July, 2013",isogenic,"ENCBS776ACY,ENCBS661CUF",/experiments/ENCSR692CTK/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H3K4me3,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR956CTX,ChIP-seq,H3K4me3,Roadmap,/labs/bing-ren/,"July, 2013",isogenic,"ENCBS104PYO,ENCBS805ZNK",/experiments/ENCSR956CTX/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H3K18ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR182XTG,ChIP-seq,H3K18ac,Roadmap,/labs/bing-ren/,"July, 2013",isogenic,"ENCBS289YMC,ENCBS776ACY",/experiments/ENCSR182XTG/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H3K9me3,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR391WDE,ChIP-seq,H3K9me3,Roadmap,/labs/bing-ren/,"July, 2013",isogenic,"ENCBS104PYO,ENCBS776ACY,ENCBS289YMC",/experiments/ENCSR391WDE/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H4K8ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR277JAU,ChIP-seq,H4K8ac,Roadmap,/labs/bing-ren/,"July, 2013",unreplicated,ENCBS776ACY,/experiments/ENCSR277JAU/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H3K4ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR476FBL,ChIP-seq,H3K4ac,Roadmap,/labs/bing-ren/,"July, 2013",isogenic,"ENCBS661CUF,ENCBS776ACY",/experiments/ENCSR476FBL/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H3K9ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR626UPW,ChIP-seq,H3K9ac,Roadmap,/labs/bing-ren/,"July, 2013",unreplicated,ENCBS776ACY,/experiments/ENCSR626UPW/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H4K91ac,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR260CXF,ChIP-seq,H4K91ac,Roadmap,/labs/bing-ren/,"July, 2013",unreplicated,ENCBS776ACY,/experiments/ENCSR260CXF/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H3K79me1,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR570POG,ChIP-seq,H3K79me1,Roadmap,/labs/bing-ren/,"July, 2013",unreplicated,ENCBS776ACY,/experiments/ENCSR570POG/
BSS01371,neural stem progenitor cell originated from H1-hESC,neural stem progenitor cell,ES-deriv,Brain,#4178AE,Stem-like,NEURAL PROGENITOR DERIV,unknown,male,in vitro differentiated cells,,,embryonic,Roadmap 2015,H3K4me2,released,embryonic,unknown,,male,,NA,,No,ENCDO000AAW,ENCDO000AAW,ENCSR486GWT,ChIP-seq,H3K4me2,Roadmap,/labs/bing-ren/,"July, 2013",unreplicated,ENCBS776ACY,/experiments/ENCSR486GWT/
